FID,county_fip,week_start,uniq_users,total_post,pos_sntmnt,neu_sntmnt,neg_sntmnt,sntmnt_bal,current_fl,name,timeseries,word_cloud,has_charts,Shape__Area,Shape__Length
32,01001,total,3023.000000000000000,11594.000000000000000,4483.000000000000000,2771.000000000000000,4340.000000000000000,143.000000000000000,total,Autauga County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01001.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01001.png,1,2208728501.640629768371582,247926.443848792987410
64,01003,total,547.000000000000000,1673.000000000000000,752.000000000000000,485.000000000000000,436.000000000000000,316.000000000000000,total,Baldwin County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01003.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01003.png,1,5907794470.751950263977051,510014.917090989998542
96,01005,total,21.000000000000000,155.000000000000000,88.000000000000000,39.000000000000000,28.000000000000000,60.000000000000000,total,Barbour County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01005.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01005.png,1,3257859770.320310115814209,304300.725756420986727
128,01007,total,13.000000000000000,20.000000000000000,9.000000000000000,7.000000000000000,4.000000000000000,5.000000000000000,total,Bibb County, , ,0,2312581577.699220180511475,227851.433320815005573
160,01009,total,21.000000000000000,31.000000000000000,9.000000000000000,14.000000000000000,8.000000000000000,1.000000000000000,total,Blount County, , ,0,2456906240.496089935302734,287536.840253891015891
192,01011,total,4.000000000000000,4.000000000000000,1.000000000000000,0.000000000000000,3.000000000000000,-2.000000000000000,total,Bullock County, , ,0,2263036887.984379768371582,244685.643088435987011
224,01013,total,11.000000000000000,23.000000000000000,11.000000000000000,6.000000000000000,6.000000000000000,5.000000000000000,total,Butler County, , ,0,2794408459.937500000000000,219117.107560750009725
256,01015,total,239.000000000000000,907.000000000000000,344.000000000000000,216.000000000000000,347.000000000000000,-3.000000000000000,total,Calhoun County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01015.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01015.png,1,2300952227.527339935302734,263035.883498881012201
288,01017,total,24.000000000000000,411.000000000000000,133.000000000000000,59.000000000000000,219.000000000000000,-86.000000000000000,total,Chambers County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01017.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01017.png,1,2219634556.390629768371582,203438.780679935996886
320,01019,total,18.000000000000000,36.000000000000000,19.000000000000000,15.000000000000000,2.000000000000000,17.000000000000000,total,Cherokee County, , ,0,2275654678.214839935302734,236153.079717490007170
352,01021,total,17.000000000000000,30.000000000000000,19.000000000000000,4.000000000000000,7.000000000000000,12.000000000000000,total,Chilton County, , ,0,2578520257.550779819488525,248267.252789780002786
384,01023,total,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,total,Choctaw County, , ,0,3328280985.234379768371582,324617.012623023008928
416,01025,total,11.000000000000000,34.000000000000000,12.000000000000000,5.000000000000000,17.000000000000000,-5.000000000000000,total,Clarke County, , ,0,4493113592.589839935302734,454064.594769946997985
448,01027,total,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,total,Clay County, , ,0,2250874255.179689884185791,244230.085607252985938
480,01029,total,4.000000000000000,4.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,total,Cleburne County, , ,0,2103786737.550780057907104,264572.274962803989183
512,01031,total,39.000000000000000,92.000000000000000,35.000000000000000,29.000000000000000,28.000000000000000,7.000000000000000,total,Coffee County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01031.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01031.png,1,2426789797.291019916534424,203445.418229172006249
544,01033,total,66.000000000000000,264.000000000000000,109.000000000000000,49.000000000000000,106.000000000000000,3.000000000000000,total,Colbert County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01033.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01033.png,1,2389358663.531250000000000,267561.209484075021464
576,01035,total,2.000000000000000,3.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,total,Conecuh County, , ,0,3042685331.007810115814209,304808.389569667982869
608,01037,total,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,total,Coosa County, , ,0,2457228200.949220180511475,207702.722666863002814
640,01039,total,13.000000000000000,61.000000000000000,31.000000000000000,16.000000000000000,14.000000000000000,17.000000000000000,total,Covington County, , ,0,3710587789.851560115814209,283541.469961026974488
672,01041,total,3.000000000000000,3.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,total,Crenshaw County, , ,0,2193857950.917970180511475,278255.211102584027685
704,01043,total,73.000000000000000,235.000000000000000,134.000000000000000,56.000000000000000,45.000000000000000,89.000000000000000,total,Cullman County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01043.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01043.png,1,2861139911.667970180511475,292529.747520887001883
736,01045,total,37.000000000000000,83.000000000000000,43.000000000000000,21.000000000000000,19.000000000000000,24.000000000000000,total,Dale County, , ,0,2007535007.474610090255737,199181.712931846006541
768,01047,total,34.000000000000000,100.000000000000000,51.000000000000000,19.000000000000000,30.000000000000000,21.000000000000000,total,Dallas County, , ,0,3614957988.148439884185791,359949.604306222987361
800,01049,total,31.000000000000000,42.000000000000000,18.000000000000000,8.000000000000000,16.000000000000000,2.000000000000000,total,DeKalb County, , ,0,2973935207.648439884185791,273050.222805715980940
832,01051,total,110.000000000000000,259.000000000000000,112.000000000000000,87.000000000000000,60.000000000000000,52.000000000000000,total,Elmore County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01051.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01051.png,1,2404288965.222660064697266,271957.896333930024412
864,01053,total,19.000000000000000,43.000000000000000,14.000000000000000,11.000000000000000,18.000000000000000,-4.000000000000000,total,Escambia County, , ,0,3378493811.873050212860107,287551.366687063011341
896,01055,total,144.000000000000000,454.000000000000000,186.000000000000000,116.000000000000000,152.000000000000000,34.000000000000000,total,Etowah County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01055.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01055.png,1,2075150162.359380006790161,248575.915540960006183
928,01057,total,6.000000000000000,9.000000000000000,3.000000000000000,2.000000000000000,4.000000000000000,-1.000000000000000,total,Fayette County, , ,0,2362314970.718750000000000,222344.171865157986758
960,01059,total,23.000000000000000,78.000000000000000,20.000000000000000,36.000000000000000,22.000000000000000,-2.000000000000000,total,Franklin County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01059.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01059.png,1,2468675427.386720180511475,210512.815818739996757
992,01061,total,9.000000000000000,10.000000000000000,5.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000,total,Geneva County, , ,0,2051197261.492189884185791,211978.480688229989028
1024,01063,total,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,total,Greene County, , ,0,2428591464.656250000000000,420269.328966945002321
1056,01065,total,9.000000000000000,26.000000000000000,8.000000000000000,5.000000000000000,13.000000000000000,-5.000000000000000,total,Hale County, , ,0,2410797250.796879768371582,298707.694015485001728
1088,01067,total,10.000000000000000,16.000000000000000,7.000000000000000,5.000000000000000,4.000000000000000,3.000000000000000,total,Henry County, , ,0,2031638162.843750000000000,196274.691101267002523
1120,01069,total,129.000000000000000,455.000000000000000,179.000000000000000,129.000000000000000,147.000000000000000,32.000000000000000,total,Houston County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01069.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01069.png,1,2063130491.158200025558472,244233.336711284006014
1152,01071,total,40.000000000000000,95.000000000000000,52.000000000000000,32.000000000000000,11.000000000000000,41.000000000000000,total,Jackson County, , ,0,4336875733.000000000000000,318268.199196137022227
1184,01073,total,1736.000000000000000,8141.000000000000000,3663.000000000000000,1933.000000000000000,2545.000000000000000,1118.000000000000000,total,Jefferson County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01073.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01073.png,1,4202224127.210939884185791,349028.730260735028423
1216,01075,total,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,total,Lamar County, , ,0,2276269989.476560115814209,206340.506243425013963
1248,01077,total,132.000000000000000,443.000000000000000,177.000000000000000,147.000000000000000,119.000000000000000,58.000000000000000,total,Lauderdale County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01077.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01077.png,1,2783344737.269529819488525,291548.363568799977656
1280,01079,total,15.000000000000000,62.000000000000000,19.000000000000000,25.000000000000000,18.000000000000000,1.000000000000000,total,Lawrence County, , ,0,2742269774.789060115814209,234081.241886561998399
1312,01081,total,473.000000000000000,1758.000000000000000,726.000000000000000,450.000000000000000,582.000000000000000,144.000000000000000,total,Lee County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01081.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01081.png,1,2254516787.750000000000000,235385.341215533990180
1344,01083,total,72.000000000000000,268.000000000000000,135.000000000000000,65.000000000000000,68.000000000000000,67.000000000000000,total,Limestone County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01083.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01083.png,1,2338573554.140629768371582,207789.239542369992705
1376,01085,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Lowndes County, , ,0,2627669889.003910064697266,277552.040041946980637
1408,01087,total,59.000000000000000,219.000000000000000,69.000000000000000,76.000000000000000,74.000000000000000,-5.000000000000000,total,Macon County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01087.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01087.png,1,2233631181.347660064697266,240051.886029624991352
1440,01089,total,819.000000000000000,3631.000000000000000,1536.000000000000000,986.000000000000000,1109.000000000000000,427.000000000000000,total,Madison County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01089.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01089.png,1,3126248380.339839935302734,292899.699105350009631
1472,01091,total,12.000000000000000,25.000000000000000,9.000000000000000,9.000000000000000,7.000000000000000,2.000000000000000,total,Marengo County, , ,0,3568477053.601560115814209,316246.592129125026986
1504,01093,total,6.000000000000000,26.000000000000000,5.000000000000000,14.000000000000000,7.000000000000000,-2.000000000000000,total,Marion County, , ,0,2817954662.625000000000000,229588.782017032994190
1536,01095,total,106.000000000000000,274.000000000000000,114.000000000000000,82.000000000000000,78.000000000000000,36.000000000000000,total,Marshall County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01095.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01095.png,1,2374802035.535160064697266,271179.401769282005262
1568,01097,total,829.000000000000000,4708.000000000000000,2023.000000000000000,1291.000000000000000,1394.000000000000000,629.000000000000000,total,Mobile County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01097.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01097.png,1,4477683368.656250000000000,403833.077161292021628
1600,01099,total,6.000000000000000,26.000000000000000,12.000000000000000,9.000000000000000,5.000000000000000,7.000000000000000,total,Monroe County, , ,0,3702599142.281250000000000,333826.722416699980386
1632,01101,total,654.000000000000000,2560.000000000000000,1012.000000000000000,744.000000000000000,804.000000000000000,208.000000000000000,total,Montgomery County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01101.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01101.png,1,2902915795.066410064697266,304751.010854814026970
1664,01103,total,160.000000000000000,480.000000000000000,206.000000000000000,133.000000000000000,141.000000000000000,65.000000000000000,total,Morgan County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01103.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01103.png,1,2287356316.808589935302734,219529.478931346995523
1696,01105,total,5.000000000000000,23.000000000000000,12.000000000000000,2.000000000000000,9.000000000000000,3.000000000000000,total,Perry County, , ,0,2651859290.136720180511475,260360.613510205992498
1728,01107,total,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,total,Pickens County, , ,0,3307026751.757810115814209,265089.526352573011536
1760,01109,total,90.000000000000000,287.000000000000000,85.000000000000000,114.000000000000000,88.000000000000000,-3.000000000000000,total,Pike County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01109.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01109.png,1,2420580349.828129768371582,253758.686427140986780
1792,01111,total,18.000000000000000,23.000000000000000,6.000000000000000,11.000000000000000,6.000000000000000,0.000000000000000,total,Randolph County, , ,0,2170654339.917970180511475,193266.170851695991587
1824,01113,total,84.000000000000000,274.000000000000000,122.000000000000000,81.000000000000000,71.000000000000000,51.000000000000000,total,Russell County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01113.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01113.png,1,2356603911.347660064697266,237450.510996852011885
1856,01115,total,58.000000000000000,111.000000000000000,42.000000000000000,38.000000000000000,31.000000000000000,11.000000000000000,total,St. Clair County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01115.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01115.png,1,2453250361.605470180511475,294527.229749049991369
1888,01117,total,762.000000000000000,2906.000000000000000,1181.000000000000000,789.000000000000000,936.000000000000000,245.000000000000000,total,Shelby County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01117.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01117.png,1,3006916892.406250000000000,301986.955992194998544
1920,01119,total,2.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,total,Sumter County, , ,0,3340779017.964839935302734,370060.030395289999433
1952,01121,total,69.000000000000000,151.000000000000000,55.000000000000000,44.000000000000000,52.000000000000000,3.000000000000000,total,Talladega County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01121.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01121.png,1,2831518948.625000000000000,327530.660358526976779
1984,01123,total,31.000000000000000,75.000000000000000,35.000000000000000,21.000000000000000,19.000000000000000,16.000000000000000,total,Tallapoosa County, , ,0,2820900895.972660064697266,265409.902258544985671
2016,01125,total,716.000000000000000,2546.000000000000000,1014.000000000000000,762.000000000000000,770.000000000000000,244.000000000000000,total,Tuscaloosa County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01125.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01125.png,1,5022196827.781250000000000,348863.091236204025336
2048,01127,total,49.000000000000000,136.000000000000000,54.000000000000000,50.000000000000000,32.000000000000000,22.000000000000000,total,Walker County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/01127.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/01127.png,1,3027919630.488279819488525,287344.556082459981553
2080,01129,total,4.000000000000000,9.000000000000000,2.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,total,Washington County, , ,0,3882897252.316410064697266,315276.819080578978173
2112,01131,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Wilcox County, , ,0,3276528948.937500000000000,311999.518103346985299
2144,01133,total,17.000000000000000,28.000000000000000,10.000000000000000,8.000000000000000,10.000000000000000,0.000000000000000,total,Winston County, , ,0,2395676274.292970180511475,201854.849225279001985
2176,02013,total,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,total,Aleutians East Borough, , ,0,57973546187.242202758789062,5511773.831606829538941
2208,02016,total,6.000000000000000,15.000000000000000,9.000000000000000,3.000000000000000,3.000000000000000,6.000000000000000,total,Aleutians West Census Area, , ,0,33090207729.921901702880859,5411095.918739070184529
2240,02020,total,855.000000000000000,4778.000000000000000,1892.000000000000000,1254.000000000000000,1632.000000000000000,260.000000000000000,total,Anchorage Municipality,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02020.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02020.png,1,19362358277.250000000000000,674067.146277514053509
2272,02050,total,11.000000000000000,87.000000000000000,31.000000000000000,23.000000000000000,33.000000000000000,-2.000000000000000,total,Bethel Census Area,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02050.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02050.png,1,462568457212.500000000000000,6117998.057750830426812
2304,02060,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Bristol Bay Borough, , ,0,5160512438.406250000000000,468130.485060976992827
2336,02068,total,23.000000000000000,34.000000000000000,11.000000000000000,16.000000000000000,7.000000000000000,4.000000000000000,total,Denali Borough, , ,0,167595290314.437988281250000,2079649.284490949939936
2368,02070,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Dillingham Census Area, , ,0,196709153551.343994140625000,3009786.411753389984369
2400,02090,total,213.000000000000000,745.000000000000000,340.000000000000000,157.000000000000000,248.000000000000000,92.000000000000000,total,Fairbanks North Star Borough,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02090.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02090.png,1,105999671248.906005859375000,1816054.996672660112381
2432,02100,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Haines Borough, , ,0,23432773177.148399353027344,1532458.359924569958821
2464,02105,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Hoonah-Angoon Census Area, , ,0,73470820424.843795776367188,4839399.444630989804864
2496,02110,total,79.000000000000000,352.000000000000000,167.000000000000000,95.000000000000000,90.000000000000000,77.000000000000000,total,Juneau City and Borough,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02110.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02110.png,1,26837203289.156299591064453,1303888.804829569999129
2528,02122,total,32.000000000000000,188.000000000000000,81.000000000000000,21.000000000000000,86.000000000000000,-5.000000000000000,total,Kenai Peninsula Borough,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02122.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02122.png,1,174233337525.632995605468750,5378071.226373789831996
2560,02130,total,21.000000000000000,54.000000000000000,20.000000000000000,17.000000000000000,17.000000000000000,3.000000000000000,total,Ketchikan Gateway Borough, , ,0,41872671574.445297241210938,2699668.804190999828279
2592,02150,total,20.000000000000000,65.000000000000000,24.000000000000000,23.000000000000000,18.000000000000000,6.000000000000000,total,Kodiak Island Borough, , ,0,63474149897.492202758789062,5417602.089846730232239
2624,02164,total,2.000000000000000,10.000000000000000,7.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,total,Lake and Peninsula Borough, , ,0,251707688104.335998535156250,4970872.063078549690545
2656,02170,total,123.000000000000000,315.000000000000000,140.000000000000000,90.000000000000000,85.000000000000000,55.000000000000000,total,Matanuska-Susitna Borough,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02170.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02170.png,1,298928063608.062988281250000,2486502.926832499913871
2688,02180,total,13.000000000000000,54.000000000000000,16.000000000000000,12.000000000000000,26.000000000000000,-10.000000000000000,total,Nome Census Area, , ,0,341494155083.328002929687500,5867150.644168370403349
2720,02185,total,19.000000000000000,66.000000000000000,24.000000000000000,15.000000000000000,27.000000000000000,-3.000000000000000,total,North Slope Borough, , ,0,1858215765704.379882812500000,8398287.922951359301805
2752,02188,total,6.000000000000000,22.000000000000000,10.000000000000000,6.000000000000000,6.000000000000000,4.000000000000000,total,Northwest Arctic Borough, , ,0,626658219361.640991210937500,6128484.425338249653578
2784,02195,total,3.000000000000000,13.000000000000000,6.000000000000000,2.000000000000000,5.000000000000000,1.000000000000000,total,Petersburg Borough, , ,0,30069791386.578098297119141,2418453.030811619944870
2816,02198,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Prince of Wales-Hyder Census Area, , ,0,34476998049.843803405761719,3520095.621428890153766
2848,02220,total,26.000000000000000,82.000000000000000,38.000000000000000,18.000000000000000,26.000000000000000,12.000000000000000,total,Sitka City and Borough,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/02220.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/02220.png,1,27901579245.625000000000000,1803151.191102330107242
2880,02230,total,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,total,Skagway Municipality, , ,0,4593189832.062500000000000,338296.635400558996480
2912,02240,total,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-1.000000000000000,total,Southeast Fairbanks Census Area, , ,0,333697381461.203002929687500,3587854.236071479972452
2944,02261,total,4.000000000000000,6.000000000000000,4.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,total,Valdez-Cordova Census Area, , ,0,401793456142.718994140625000,7906300.984943100251257
2976,02270,total,1.000000000000000,2.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,total, , , ,0,214162718739.312988281250000,2829561.706760469824076
3008,02275,total,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-1.000000000000000,total,Wrangell City and Borough, , ,0,22525076271.875000000000000,1930639.966910700080916
3040,02282,total,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,total,Yakutat City and Borough, , ,0,81934414816.187500000000000,2325420.192500830162317
3072,02290,total,3.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,total,Yukon-Koyukuk Census Area, , ,0,2228537677168.390136718750000,9505719.602957909926772
3104,04001,total,68.000000000000000,208.000000000000000,77.000000000000000,59.000000000000000,72.000000000000000,5.000000000000000,total,Apache County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04001.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04001.png,1,43842928789.699203491210938,1211941.974846570054069
3136,04003,total,132.000000000000000,545.000000000000000,209.000000000000000,160.000000000000000,176.000000000000000,33.000000000000000,total,Cochise County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04003.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04003.png,1,22404058901.101600646972656,602188.019605734036304
3168,04005,total,645.000000000000000,2021.000000000000000,876.000000000000000,474.000000000000000,671.000000000000000,205.000000000000000,total,Coconino County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04005.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04005.png,1,73715616285.566406250000000,1528858.917269750032574
3200,04007,total,165.000000000000000,459.000000000000000,224.000000000000000,103.000000000000000,132.000000000000000,92.000000000000000,total,Gila County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04007.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04007.png,1,18033932694.796901702880859,994915.678315122029744
3232,04009,total,35.000000000000000,192.000000000000000,67.000000000000000,52.000000000000000,73.000000000000000,-6.000000000000000,total,Graham County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04009.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04009.png,1,17109267418.632799148559570,661883.563204022007994
3264,04011,total,8.000000000000000,15.000000000000000,9.000000000000000,2.000000000000000,4.000000000000000,5.000000000000000,total,Greenlee County, , ,0,6858359804.738280296325684,438464.812058710027486
3296,04012,total,43.000000000000000,78.000000000000000,25.000000000000000,35.000000000000000,18.000000000000000,7.000000000000000,total,La Paz County, , ,0,16944873701.953100204467773,695512.455009764991701
3328,04013,total,13453.000000000000000,75905.000000000000000,30386.000000000000000,19529.000000000000000,25990.000000000000000,4396.000000000000000,total,Maricopa County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04013.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04013.png,1,34330406537.007801055908203,974388.771988883032463
3360,04015,total,365.000000000000000,1557.000000000000000,542.000000000000000,357.000000000000000,658.000000000000000,-116.000000000000000,total,Mohave County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04015.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04015.png,1,53033381250.453102111816406,1306266.934227599995211
3392,04017,total,138.000000000000000,413.000000000000000,175.000000000000000,75.000000000000000,163.000000000000000,12.000000000000000,total,Navajo County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04017.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04017.png,1,38923875359.246101379394531,1146509.881561940070242
3424,04019,total,2592.000000000000000,16913.000000000000000,6697.000000000000000,4318.000000000000000,5898.000000000000000,799.000000000000000,total,Pima County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04019.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04019.png,1,33259769549.000000000000000,863156.936447317944840
3456,04021,total,620.000000000000000,3187.000000000000000,1168.000000000000000,785.000000000000000,1234.000000000000000,-66.000000000000000,total,Pinal County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04021.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04021.png,1,19803215444.660198211669922,713667.638317979057319
3488,04023,total,71.000000000000000,164.000000000000000,40.000000000000000,76.000000000000000,48.000000000000000,-8.000000000000000,total,Santa Cruz County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04023.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04023.png,1,4426794075.312500000000000,297850.236869745014701
3520,04025,total,3396.000000000000000,15201.000000000000000,5694.000000000000000,3835.000000000000000,5672.000000000000000,22.000000000000000,total,Yavapai County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04025.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04025.png,1,31147046120.343799591064453,895138.528670700034127
3552,04027,total,316.000000000000000,1456.000000000000000,516.000000000000000,361.000000000000000,579.000000000000000,-63.000000000000000,total,Yuma County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/04027.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/04027.png,1,20275230873.808601379394531,665702.877672250964679
3584,05001,total,15.000000000000000,55.000000000000000,22.000000000000000,17.000000000000000,16.000000000000000,6.000000000000000,total,Arkansas County, , ,0,3932122339.074220180511475,375711.495047966018319
3616,05003,total,7.000000000000000,9.000000000000000,6.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,total,Ashley County, , ,0,3487876712.726560115814209,281565.106178386020474
3648,05005,total,30.000000000000000,199.000000000000000,54.000000000000000,88.000000000000000,57.000000000000000,-3.000000000000000,total,Baxter County,https://spatial-covid-wordclouds.s3.amazonaws.com/time_series/05005.png,https://spatial-covid-wordclouds.s3.amazonaws.com/word_clouds/05005.png,1,2343595212.089839935302734,265820.085911679023411
